# DRO_SourceID DetLink DetSlot DetCrate DetID DRO_Host DRO_Card DRO_SLR DRO_Link
456 0 0 38 3 pc-tbed-tpu-05020 0 0 0
457 0 1 38 3 pc-tbed-tpu-05020 0 0 1
458 0 2 38 3 pc-tbed-tpu-05020 0 0 2
459 0 3 38 3 pc-tbed-tpu-05020 0 0 3
460 0 4 38 3 pc-tbed-tpu-05020 0 0 4
461 0 5 38 3 pc-tbed-tpu-05020 0 0 5
462 0 6 38 3 pc-tbed-tpu-05020 0 0 6
463 0 7 38 3 pc-tbed-tpu-05020 0 0 7
464 0 8 38 3 pc-tbed-tpu-05020 0 0 8
465 0 9 38 3 pc-tbed-tpu-05020 0 0 9
466 0 10 38 3 pc-tbed-tpu-05020 0 0 10
467 0 11 38 3 pc-tbed-tpu-05020 0 0 11
468 0 0 39 3 pc-tbed-tpu-05020 1 0 0
469 0 1 39 3 pc-tbed-tpu-05020 1 0 1
470 0 2 39 3 pc-tbed-tpu-05020 1 0 2
471 0 3 39 3 pc-tbed-tpu-05020 1 0 3
472 0 4 39 3 pc-tbed-tpu-05020 1 0 4
473 0 5 39 3 pc-tbed-tpu-05020 1 0 5
474 0 6 39 3 pc-tbed-tpu-05020 1 0 6
475 0 7 39 3 pc-tbed-tpu-05020 1 0 7
476 0 8 39 3 pc-tbed-tpu-05020 1 0 8
477 0 9 39 3 pc-tbed-tpu-05020 1 0 9
478 0 10 39 3 pc-tbed-tpu-05020 1 0 10
479 0 11 39 3 pc-tbed-tpu-05020 1 0 11
480 0 0 40 3 pc-tbed-tpu-05021 0 0 0
481 0 1 40 3 pc-tbed-tpu-05021 0 0 1
482 0 2 40 3 pc-tbed-tpu-05021 0 0 2
483 0 3 40 3 pc-tbed-tpu-05021 0 0 3
484 0 4 40 3 pc-tbed-tpu-05021 0 0 4
485 0 5 40 3 pc-tbed-tpu-05021 0 0 5
486 0 6 40 3 pc-tbed-tpu-05021 0 0 6
487 0 7 40 3 pc-tbed-tpu-05021 0 0 7
488 0 8 40 3 pc-tbed-tpu-05021 0 0 8
489 0 9 40 3 pc-tbed-tpu-05021 0 0 9
490 0 10 40 3 pc-tbed-tpu-05021 0 0 10
491 0 11 40 3 pc-tbed-tpu-05021 0 0 11
492 0 0 41 3 pc-tbed-tpu-05021 1 0 0
493 0 1 41 3 pc-tbed-tpu-05021 1 0 1
494 0 2 41 3 pc-tbed-tpu-05021 1 0 2
495 0 3 41 3 pc-tbed-tpu-05021 1 0 3
496 0 4 41 3 pc-tbed-tpu-05021 1 0 4
497 0 5 41 3 pc-tbed-tpu-05021 1 0 5
498 0 6 41 3 pc-tbed-tpu-05021 1 0 6
499 0 7 41 3 pc-tbed-tpu-05021 1 0 7
500 0 8 41 3 pc-tbed-tpu-05021 1 0 8
501 0 9 41 3 pc-tbed-tpu-05021 1 0 9
502 0 10 41 3 pc-tbed-tpu-05021 1 0 10
503 0 11 41 3 pc-tbed-tpu-05021 1 0 11
504 0 0 42 3 pc-tbed-tpu-05022 0 0 0
505 0 1 42 3 pc-tbed-tpu-05022 0 0 1
506 0 2 42 3 pc-tbed-tpu-05022 0 0 2
507 0 3 42 3 pc-tbed-tpu-05022 0 0 3
508 0 4 42 3 pc-tbed-tpu-05022 0 0 4
509 0 5 42 3 pc-tbed-tpu-05022 0 0 5
510 0 6 42 3 pc-tbed-tpu-05022 0 0 6
511 0 7 42 3 pc-tbed-tpu-05022 0 0 7
512 0 8 42 3 pc-tbed-tpu-05022 0 0 8
513 0 9 42 3 pc-tbed-tpu-05022 0 0 9
514 0 10 42 3 pc-tbed-tpu-05022 0 0 10
515 0 11 42 3 pc-tbed-tpu-05022 0 0 11
516 0 0 43 3 pc-tbed-tpu-05022 1 0 0
517 0 1 43 3 pc-tbed-tpu-05022 1 0 1
518 0 2 43 3 pc-tbed-tpu-05022 1 0 2
519 0 3 43 3 pc-tbed-tpu-05022 1 0 3
520 0 4 43 3 pc-tbed-tpu-05022 1 0 4
521 0 5 43 3 pc-tbed-tpu-05022 1 0 5
522 0 6 43 3 pc-tbed-tpu-05022 1 0 6
523 0 7 43 3 pc-tbed-tpu-05022 1 0 7
524 0 8 43 3 pc-tbed-tpu-05022 1 0 8
525 0 9 43 3 pc-tbed-tpu-05022 1 0 9
526 0 10 43 3 pc-tbed-tpu-05022 1 0 10
527 0 11 43 3 pc-tbed-tpu-05022 1 0 11
528 0 0 44 3 pc-tbed-tpu-05023 0 0 0
529 0 1 44 3 pc-tbed-tpu-05023 0 0 1
530 0 2 44 3 pc-tbed-tpu-05023 0 0 2
531 0 3 44 3 pc-tbed-tpu-05023 0 0 3
532 0 4 44 3 pc-tbed-tpu-05023 0 0 4
533 0 5 44 3 pc-tbed-tpu-05023 0 0 5
534 0 6 44 3 pc-tbed-tpu-05023 0 0 6
535 0 7 44 3 pc-tbed-tpu-05023 0 0 7
536 0 8 44 3 pc-tbed-tpu-05023 0 0 8
537 0 9 44 3 pc-tbed-tpu-05023 0 0 9
538 0 10 44 3 pc-tbed-tpu-05023 0 0 10
539 0 11 44 3 pc-tbed-tpu-05023 0 0 11
540 0 0 45 3 pc-tbed-tpu-05023 1 0 0
541 0 1 45 3 pc-tbed-tpu-05023 1 0 1
542 0 2 45 3 pc-tbed-tpu-05023 1 0 2
543 0 3 45 3 pc-tbed-tpu-05023 1 0 3
544 0 4 45 3 pc-tbed-tpu-05023 1 0 4
545 0 5 45 3 pc-tbed-tpu-05023 1 0 5
546 0 6 45 3 pc-tbed-tpu-05023 1 0 6
547 0 7 45 3 pc-tbed-tpu-05023 1 0 7
548 0 8 45 3 pc-tbed-tpu-05023 1 0 8
549 0 9 45 3 pc-tbed-tpu-05023 1 0 9
550 0 10 45 3 pc-tbed-tpu-05023 1 0 10
551 0 11 45 3 pc-tbed-tpu-05023 1 0 11
552 0 0 46 3 pc-tbed-tpu-05024 0 0 0
553 0 1 46 3 pc-tbed-tpu-05024 0 0 1
554 0 2 46 3 pc-tbed-tpu-05024 0 0 2
555 0 3 46 3 pc-tbed-tpu-05024 0 0 3
556 0 4 46 3 pc-tbed-tpu-05024 0 0 4
557 0 5 46 3 pc-tbed-tpu-05024 0 0 5
558 0 6 46 3 pc-tbed-tpu-05024 0 0 6
559 0 7 46 3 pc-tbed-tpu-05024 0 0 7
560 0 8 46 3 pc-tbed-tpu-05024 0 0 8
561 0 9 46 3 pc-tbed-tpu-05024 0 0 9
562 0 10 46 3 pc-tbed-tpu-05024 0 0 10
563 0 11 46 3 pc-tbed-tpu-05024 0 0 11
564 0 0 47 3 pc-tbed-tpu-05024 1 0 0
565 0 1 47 3 pc-tbed-tpu-05024 1 0 1
566 0 2 47 3 pc-tbed-tpu-05024 1 0 2
567 0 3 47 3 pc-tbed-tpu-05024 1 0 3
568 0 4 47 3 pc-tbed-tpu-05024 1 0 4
569 0 5 47 3 pc-tbed-tpu-05024 1 0 5
570 0 6 47 3 pc-tbed-tpu-05024 1 0 6
571 0 7 47 3 pc-tbed-tpu-05024 1 0 7
572 0 8 47 3 pc-tbed-tpu-05024 1 0 8
573 0 9 47 3 pc-tbed-tpu-05024 1 0 9
574 0 10 47 3 pc-tbed-tpu-05024 1 0 10
575 0 11 47 3 pc-tbed-tpu-05024 1 0 11
576 0 0 48 3 pc-tbed-tpu-05025 0 0 0
577 0 1 48 3 pc-tbed-tpu-05025 0 0 1
578 0 2 48 3 pc-tbed-tpu-05025 0 0 2
579 0 3 48 3 pc-tbed-tpu-05025 0 0 3
580 0 4 48 3 pc-tbed-tpu-05025 0 0 4
581 0 5 48 3 pc-tbed-tpu-05025 0 0 5
582 0 6 48 3 pc-tbed-tpu-05025 0 0 6
583 0 7 48 3 pc-tbed-tpu-05025 0 0 7
584 0 8 48 3 pc-tbed-tpu-05025 0 0 8
585 0 9 48 3 pc-tbed-tpu-05025 0 0 9
586 0 10 48 3 pc-tbed-tpu-05025 0 0 10
587 0 11 48 3 pc-tbed-tpu-05025 0 0 11
588 0 0 49 3 pc-tbed-tpu-05025 1 0 0
589 0 1 49 3 pc-tbed-tpu-05025 1 0 1
590 0 2 49 3 pc-tbed-tpu-05025 1 0 2
591 0 3 49 3 pc-tbed-tpu-05025 1 0 3
592 0 4 49 3 pc-tbed-tpu-05025 1 0 4
593 0 5 49 3 pc-tbed-tpu-05025 1 0 5
594 0 6 49 3 pc-tbed-tpu-05025 1 0 6
595 0 7 49 3 pc-tbed-tpu-05025 1 0 7
596 0 8 49 3 pc-tbed-tpu-05025 1 0 8
597 0 9 49 3 pc-tbed-tpu-05025 1 0 9
598 0 10 49 3 pc-tbed-tpu-05025 1 0 10
599 0 11 49 3 pc-tbed-tpu-05025 1 0 11
600 0 0 50 3 pc-tbed-tpu-05026 0 0 0
601 0 1 50 3 pc-tbed-tpu-05026 0 0 1
602 0 2 50 3 pc-tbed-tpu-05026 0 0 2
603 0 3 50 3 pc-tbed-tpu-05026 0 0 3
604 0 4 50 3 pc-tbed-tpu-05026 0 0 4
605 0 5 50 3 pc-tbed-tpu-05026 0 0 5
606 0 6 50 3 pc-tbed-tpu-05026 0 0 6
607 0 7 50 3 pc-tbed-tpu-05026 0 0 7
608 0 8 50 3 pc-tbed-tpu-05026 0 0 8
609 0 9 50 3 pc-tbed-tpu-05026 0 0 9
610 0 10 50 3 pc-tbed-tpu-05026 0 0 10
611 0 11 50 3 pc-tbed-tpu-05026 0 0 11
612 0 0 51 3 pc-tbed-tpu-05026 1 0 0
613 0 1 51 3 pc-tbed-tpu-05026 1 0 1
614 0 2 51 3 pc-tbed-tpu-05026 1 0 2
615 0 3 51 3 pc-tbed-tpu-05026 1 0 3
616 0 4 51 3 pc-tbed-tpu-05026 1 0 4
617 0 5 51 3 pc-tbed-tpu-05026 1 0 5
618 0 6 51 3 pc-tbed-tpu-05026 1 0 6
619 0 7 51 3 pc-tbed-tpu-05026 1 0 7
620 0 8 51 3 pc-tbed-tpu-05026 1 0 8
621 0 9 51 3 pc-tbed-tpu-05026 1 0 9
622 0 10 51 3 pc-tbed-tpu-05026 1 0 10
623 0 11 51 3 pc-tbed-tpu-05026 1 0 11
624 0 0 52 3 pc-tbed-tpu-05027 0 0 0
625 0 1 52 3 pc-tbed-tpu-05027 0 0 1
626 0 2 52 3 pc-tbed-tpu-05027 0 0 2
627 0 3 52 3 pc-tbed-tpu-05027 0 0 3
628 0 4 52 3 pc-tbed-tpu-05027 0 0 4
629 0 5 52 3 pc-tbed-tpu-05027 0 0 5
630 0 6 52 3 pc-tbed-tpu-05027 0 0 6
631 0 7 52 3 pc-tbed-tpu-05027 0 0 7
632 0 8 52 3 pc-tbed-tpu-05027 0 0 8
633 0 9 52 3 pc-tbed-tpu-05027 0 0 9
634 0 10 52 3 pc-tbed-tpu-05027 0 0 10
635 0 11 52 3 pc-tbed-tpu-05027 0 0 11
636 0 0 53 3 pc-tbed-tpu-05027 1 0 0
637 0 1 53 3 pc-tbed-tpu-05027 1 0 1
638 0 2 53 3 pc-tbed-tpu-05027 1 0 2
639 0 3 53 3 pc-tbed-tpu-05027 1 0 3
640 0 4 53 3 pc-tbed-tpu-05027 1 0 4
641 0 5 53 3 pc-tbed-tpu-05027 1 0 5
642 0 6 53 3 pc-tbed-tpu-05027 1 0 6
643 0 7 53 3 pc-tbed-tpu-05027 1 0 7
644 0 8 53 3 pc-tbed-tpu-05027 1 0 8
645 0 9 53 3 pc-tbed-tpu-05027 1 0 9
646 0 10 53 3 pc-tbed-tpu-05027 1 0 10
647 0 11 53 3 pc-tbed-tpu-05027 1 0 11
648 0 0 54 3 pc-tbed-tpu-05028 0 0 0
649 0 1 54 3 pc-tbed-tpu-05028 0 0 1
650 0 2 54 3 pc-tbed-tpu-05028 0 0 2
651 0 3 54 3 pc-tbed-tpu-05028 0 0 3
652 0 4 54 3 pc-tbed-tpu-05028 0 0 4
653 0 5 54 3 pc-tbed-tpu-05028 0 0 5
654 0 6 54 3 pc-tbed-tpu-05028 0 0 6
655 0 7 54 3 pc-tbed-tpu-05028 0 0 7
656 0 8 54 3 pc-tbed-tpu-05028 0 0 8
657 0 9 54 3 pc-tbed-tpu-05028 0 0 9
658 0 10 54 3 pc-tbed-tpu-05028 0 0 10
659 0 11 54 3 pc-tbed-tpu-05028 0 0 11
660 0 0 55 3 pc-tbed-tpu-05028 1 0 0
661 0 1 55 3 pc-tbed-tpu-05028 1 0 1
662 0 2 55 3 pc-tbed-tpu-05028 1 0 2
663 0 3 55 3 pc-tbed-tpu-05028 1 0 3
664 0 4 55 3 pc-tbed-tpu-05028 1 0 4
665 0 5 55 3 pc-tbed-tpu-05028 1 0 5
666 0 6 55 3 pc-tbed-tpu-05028 1 0 6
667 0 7 55 3 pc-tbed-tpu-05028 1 0 7
668 0 8 55 3 pc-tbed-tpu-05028 1 0 8
669 0 9 55 3 pc-tbed-tpu-05028 1 0 9
670 0 10 55 3 pc-tbed-tpu-05028 1 0 10
671 0 11 55 3 pc-tbed-tpu-05028 1 0 11
672 0 0 56 3 pc-tbed-tpu-05029 0 0 0
673 0 1 56 3 pc-tbed-tpu-05029 0 0 1
674 0 2 56 3 pc-tbed-tpu-05029 0 0 2
675 0 3 56 3 pc-tbed-tpu-05029 0 0 3
676 0 4 56 3 pc-tbed-tpu-05029 0 0 4
677 0 5 56 3 pc-tbed-tpu-05029 0 0 5
678 0 6 56 3 pc-tbed-tpu-05029 0 0 6
679 0 7 56 3 pc-tbed-tpu-05029 0 0 7
680 0 8 56 3 pc-tbed-tpu-05029 0 0 8
681 0 9 56 3 pc-tbed-tpu-05029 0 0 9
682 0 10 56 3 pc-tbed-tpu-05029 0 0 10
683 0 11 56 3 pc-tbed-tpu-05029 0 0 11
684 0 0 57 3 pc-tbed-tpu-05029 1 0 0
685 0 1 57 3 pc-tbed-tpu-05029 1 0 1
686 0 2 57 3 pc-tbed-tpu-05029 1 0 2
687 0 3 57 3 pc-tbed-tpu-05029 1 0 3
688 0 4 57 3 pc-tbed-tpu-05029 1 0 4
689 0 5 57 3 pc-tbed-tpu-05029 1 0 5
690 0 6 57 3 pc-tbed-tpu-05029 1 0 6
691 0 7 57 3 pc-tbed-tpu-05029 1 0 7
692 0 8 57 3 pc-tbed-tpu-05029 1 0 8
693 0 9 57 3 pc-tbed-tpu-05029 1 0 9
694 0 10 57 3 pc-tbed-tpu-05029 1 0 10
695 0 11 57 3 pc-tbed-tpu-05029 1 0 11
696 0 0 58 3 pc-tbed-tpu-05030 0 0 0
697 0 1 58 3 pc-tbed-tpu-05030 0 0 1
698 0 2 58 3 pc-tbed-tpu-05030 0 0 2
699 0 3 58 3 pc-tbed-tpu-05030 0 0 3
700 0 4 58 3 pc-tbed-tpu-05030 0 0 4
701 0 5 58 3 pc-tbed-tpu-05030 0 0 5
702 0 6 58 3 pc-tbed-tpu-05030 0 0 6
703 0 7 58 3 pc-tbed-tpu-05030 0 0 7
704 0 8 58 3 pc-tbed-tpu-05030 0 0 8
705 0 9 58 3 pc-tbed-tpu-05030 0 0 9
706 0 10 58 3 pc-tbed-tpu-05030 0 0 10
707 0 11 58 3 pc-tbed-tpu-05030 0 0 11
708 0 0 59 3 pc-tbed-tpu-05030 1 0 0
709 0 1 59 3 pc-tbed-tpu-05030 1 0 1
710 0 2 59 3 pc-tbed-tpu-05030 1 0 2
711 0 3 59 3 pc-tbed-tpu-05030 1 0 3
712 0 4 59 3 pc-tbed-tpu-05030 1 0 4
713 0 5 59 3 pc-tbed-tpu-05030 1 0 5
714 0 6 59 3 pc-tbed-tpu-05030 1 0 6
715 0 7 59 3 pc-tbed-tpu-05030 1 0 7
716 0 8 59 3 pc-tbed-tpu-05030 1 0 8
717 0 9 59 3 pc-tbed-tpu-05030 1 0 9
718 0 10 59 3 pc-tbed-tpu-05030 1 0 10
719 0 11 59 3 pc-tbed-tpu-05030 1 0 11
720 0 0 60 3 pc-tbed-tpu-05031 0 0 0
721 0 1 60 3 pc-tbed-tpu-05031 0 0 1
722 0 2 60 3 pc-tbed-tpu-05031 0 0 2
723 0 3 60 3 pc-tbed-tpu-05031 0 0 3
724 0 4 60 3 pc-tbed-tpu-05031 0 0 4
725 0 5 60 3 pc-tbed-tpu-05031 0 0 5
726 0 6 60 3 pc-tbed-tpu-05031 0 0 6
727 0 7 60 3 pc-tbed-tpu-05031 0 0 7
728 0 8 60 3 pc-tbed-tpu-05031 0 0 8
729 0 9 60 3 pc-tbed-tpu-05031 0 0 9
730 0 10 60 3 pc-tbed-tpu-05031 0 0 10
731 0 11 60 3 pc-tbed-tpu-05031 0 0 11
732 0 0 61 3 pc-tbed-tpu-05031 1 0 0
733 0 1 61 3 pc-tbed-tpu-05031 1 0 1
734 0 2 61 3 pc-tbed-tpu-05031 1 0 2
735 0 3 61 3 pc-tbed-tpu-05031 1 0 3
736 0 4 61 3 pc-tbed-tpu-05031 1 0 4
737 0 5 61 3 pc-tbed-tpu-05031 1 0 5
738 0 6 61 3 pc-tbed-tpu-05031 1 0 6
739 0 7 61 3 pc-tbed-tpu-05031 1 0 7
740 0 8 61 3 pc-tbed-tpu-05031 1 0 8
741 0 9 61 3 pc-tbed-tpu-05031 1 0 9
742 0 10 61 3 pc-tbed-tpu-05031 1 0 10
743 0 11 61 3 pc-tbed-tpu-05031 1 0 11
744 0 0 62 3 pc-tbed-tpu-05032 0 0 0
745 0 1 62 3 pc-tbed-tpu-05032 0 0 1
746 0 2 62 3 pc-tbed-tpu-05032 0 0 2
747 0 3 62 3 pc-tbed-tpu-05032 0 0 3
748 0 4 62 3 pc-tbed-tpu-05032 0 0 4
749 0 5 62 3 pc-tbed-tpu-05032 0 0 5
750 0 6 62 3 pc-tbed-tpu-05032 0 0 6
751 0 7 62 3 pc-tbed-tpu-05032 0 0 7
752 0 8 62 3 pc-tbed-tpu-05032 0 0 8
753 0 9 62 3 pc-tbed-tpu-05032 0 0 9
754 0 10 62 3 pc-tbed-tpu-05032 0 0 10
755 0 11 62 3 pc-tbed-tpu-05032 0 0 11
756 0 0 63 3 pc-tbed-tpu-05032 1 0 0
757 0 1 63 3 pc-tbed-tpu-05032 1 0 1
758 0 2 63 3 pc-tbed-tpu-05032 1 0 2
759 0 3 63 3 pc-tbed-tpu-05032 1 0 3
760 0 4 63 3 pc-tbed-tpu-05032 1 0 4
761 0 5 63 3 pc-tbed-tpu-05032 1 0 5
762 0 6 63 3 pc-tbed-tpu-05032 1 0 6
763 0 7 63 3 pc-tbed-tpu-05032 1 0 7
764 0 8 63 3 pc-tbed-tpu-05032 1 0 8
765 0 9 63 3 pc-tbed-tpu-05032 1 0 9
766 0 10 63 3 pc-tbed-tpu-05032 1 0 10
767 0 11 63 3 pc-tbed-tpu-05032 1 0 11
768 0 0 64 3 pc-tbed-tpu-06001 0 0 0
769 0 1 64 3 pc-tbed-tpu-06001 0 0 1
770 0 2 64 3 pc-tbed-tpu-06001 0 0 2
771 0 3 64 3 pc-tbed-tpu-06001 0 0 3
772 0 4 64 3 pc-tbed-tpu-06001 0 0 4
773 0 5 64 3 pc-tbed-tpu-06001 0 0 5
774 0 6 64 3 pc-tbed-tpu-06001 0 0 6
775 0 7 64 3 pc-tbed-tpu-06001 0 0 7
776 0 8 64 3 pc-tbed-tpu-06001 0 0 8
777 0 9 64 3 pc-tbed-tpu-06001 0 0 9
778 0 10 64 3 pc-tbed-tpu-06001 0 0 10
779 0 11 64 3 pc-tbed-tpu-06001 0 0 11
780 0 0 65 3 pc-tbed-tpu-06001 1 0 0
781 0 1 65 3 pc-tbed-tpu-06001 1 0 1
782 0 2 65 3 pc-tbed-tpu-06001 1 0 2
783 0 3 65 3 pc-tbed-tpu-06001 1 0 3
784 0 4 65 3 pc-tbed-tpu-06001 1 0 4
785 0 5 65 3 pc-tbed-tpu-06001 1 0 5
786 0 6 65 3 pc-tbed-tpu-06001 1 0 6
787 0 7 65 3 pc-tbed-tpu-06001 1 0 7
788 0 8 65 3 pc-tbed-tpu-06001 1 0 8
789 0 9 65 3 pc-tbed-tpu-06001 1 0 9
790 0 10 65 3 pc-tbed-tpu-06001 1 0 10
791 0 11 65 3 pc-tbed-tpu-06001 1 0 11
792 0 0 66 3 pc-tbed-tpu-06002 0 0 0
793 0 1 66 3 pc-tbed-tpu-06002 0 0 1
794 0 2 66 3 pc-tbed-tpu-06002 0 0 2
795 0 3 66 3 pc-tbed-tpu-06002 0 0 3
796 0 4 66 3 pc-tbed-tpu-06002 0 0 4
797 0 5 66 3 pc-tbed-tpu-06002 0 0 5
798 0 6 66 3 pc-tbed-tpu-06002 0 0 6
799 0 7 66 3 pc-tbed-tpu-06002 0 0 7
800 0 8 66 3 pc-tbed-tpu-06002 0 0 8
801 0 9 66 3 pc-tbed-tpu-06002 0 0 9
802 0 10 66 3 pc-tbed-tpu-06002 0 0 10
803 0 11 66 3 pc-tbed-tpu-06002 0 0 11
804 0 0 67 3 pc-tbed-tpu-06002 1 0 0
805 0 1 67 3 pc-tbed-tpu-06002 1 0 1
806 0 2 67 3 pc-tbed-tpu-06002 1 0 2
807 0 3 67 3 pc-tbed-tpu-06002 1 0 3
808 0 4 67 3 pc-tbed-tpu-06002 1 0 4
809 0 5 67 3 pc-tbed-tpu-06002 1 0 5
810 0 6 67 3 pc-tbed-tpu-06002 1 0 6
811 0 7 67 3 pc-tbed-tpu-06002 1 0 7
812 0 8 67 3 pc-tbed-tpu-06002 1 0 8
813 0 9 67 3 pc-tbed-tpu-06002 1 0 9
814 0 10 67 3 pc-tbed-tpu-06002 1 0 10
815 0 11 67 3 pc-tbed-tpu-06002 1 0 11
816 0 0 68 3 pc-tbed-tpu-06003 0 0 0
817 0 1 68 3 pc-tbed-tpu-06003 0 0 1
818 0 2 68 3 pc-tbed-tpu-06003 0 0 2
819 0 3 68 3 pc-tbed-tpu-06003 0 0 3
820 0 4 68 3 pc-tbed-tpu-06003 0 0 4
821 0 5 68 3 pc-tbed-tpu-06003 0 0 5
822 0 6 68 3 pc-tbed-tpu-06003 0 0 6
823 0 7 68 3 pc-tbed-tpu-06003 0 0 7
824 0 8 68 3 pc-tbed-tpu-06003 0 0 8
825 0 9 68 3 pc-tbed-tpu-06003 0 0 9
826 0 10 68 3 pc-tbed-tpu-06003 0 0 10
827 0 11 68 3 pc-tbed-tpu-06003 0 0 11
828 0 0 69 3 pc-tbed-tpu-06003 1 0 0
829 0 1 69 3 pc-tbed-tpu-06003 1 0 1
830 0 2 69 3 pc-tbed-tpu-06003 1 0 2
831 0 3 69 3 pc-tbed-tpu-06003 1 0 3
832 0 4 69 3 pc-tbed-tpu-06003 1 0 4
833 0 5 69 3 pc-tbed-tpu-06003 1 0 5
834 0 6 69 3 pc-tbed-tpu-06003 1 0 6
835 0 7 69 3 pc-tbed-tpu-06003 1 0 7
836 0 8 69 3 pc-tbed-tpu-06003 1 0 8
837 0 9 69 3 pc-tbed-tpu-06003 1 0 9
838 0 10 69 3 pc-tbed-tpu-06003 1 0 10
839 0 11 69 3 pc-tbed-tpu-06003 1 0 11
840 0 0 70 3 pc-tbed-tpu-06004 0 0 0
841 0 1 70 3 pc-tbed-tpu-06004 0 0 1
842 0 2 70 3 pc-tbed-tpu-06004 0 0 2
843 0 3 70 3 pc-tbed-tpu-06004 0 0 3
844 0 4 70 3 pc-tbed-tpu-06004 0 0 4
845 0 5 70 3 pc-tbed-tpu-06004 0 0 5
846 0 6 70 3 pc-tbed-tpu-06004 0 0 6
847 0 7 70 3 pc-tbed-tpu-06004 0 0 7
848 0 8 70 3 pc-tbed-tpu-06004 0 0 8
849 0 9 70 3 pc-tbed-tpu-06004 0 0 9
850 0 10 70 3 pc-tbed-tpu-06004 0 0 10
851 0 11 70 3 pc-tbed-tpu-06004 0 0 11
852 0 0 71 3 pc-tbed-tpu-06004 1 0 0
853 0 1 71 3 pc-tbed-tpu-06004 1 0 1
854 0 2 71 3 pc-tbed-tpu-06004 1 0 2
855 0 3 71 3 pc-tbed-tpu-06004 1 0 3
856 0 4 71 3 pc-tbed-tpu-06004 1 0 4
857 0 5 71 3 pc-tbed-tpu-06004 1 0 5
858 0 6 71 3 pc-tbed-tpu-06004 1 0 6
859 0 7 71 3 pc-tbed-tpu-06004 1 0 7
860 0 8 71 3 pc-tbed-tpu-06004 1 0 8
861 0 9 71 3 pc-tbed-tpu-06004 1 0 9
862 0 10 71 3 pc-tbed-tpu-06004 1 0 10
863 0 11 71 3 pc-tbed-tpu-06004 1 0 11
864 0 0 72 3 pc-tbed-tpu-06005 0 0 0
865 0 1 72 3 pc-tbed-tpu-06005 0 0 1
866 0 2 72 3 pc-tbed-tpu-06005 0 0 2
867 0 3 72 3 pc-tbed-tpu-06005 0 0 3
868 0 4 72 3 pc-tbed-tpu-06005 0 0 4
869 0 5 72 3 pc-tbed-tpu-06005 0 0 5
870 0 6 72 3 pc-tbed-tpu-06005 0 0 6
871 0 7 72 3 pc-tbed-tpu-06005 0 0 7
872 0 8 72 3 pc-tbed-tpu-06005 0 0 8
873 0 9 72 3 pc-tbed-tpu-06005 0 0 9
874 0 10 72 3 pc-tbed-tpu-06005 0 0 10
875 0 11 72 3 pc-tbed-tpu-06005 0 0 11
876 0 0 73 3 pc-tbed-tpu-06005 1 0 0
877 0 1 73 3 pc-tbed-tpu-06005 1 0 1
878 0 2 73 3 pc-tbed-tpu-06005 1 0 2
879 0 3 73 3 pc-tbed-tpu-06005 1 0 3
880 0 4 73 3 pc-tbed-tpu-06005 1 0 4
881 0 5 73 3 pc-tbed-tpu-06005 1 0 5
882 0 6 73 3 pc-tbed-tpu-06005 1 0 6
883 0 7 73 3 pc-tbed-tpu-06005 1 0 7
884 0 8 73 3 pc-tbed-tpu-06005 1 0 8
885 0 9 73 3 pc-tbed-tpu-06005 1 0 9
886 0 10 73 3 pc-tbed-tpu-06005 1 0 10
887 0 11 73 3 pc-tbed-tpu-06005 1 0 11
888 0 0 74 3 pc-tbed-tpu-06006 0 0 0
889 0 1 74 3 pc-tbed-tpu-06006 0 0 1
890 0 2 74 3 pc-tbed-tpu-06006 0 0 2
891 0 3 74 3 pc-tbed-tpu-06006 0 0 3
892 0 4 74 3 pc-tbed-tpu-06006 0 0 4
893 0 5 74 3 pc-tbed-tpu-06006 0 0 5
894 0 6 74 3 pc-tbed-tpu-06006 0 0 6
895 0 7 74 3 pc-tbed-tpu-06006 0 0 7
896 0 8 74 3 pc-tbed-tpu-06006 0 0 8
897 0 9 74 3 pc-tbed-tpu-06006 0 0 9
898 0 10 74 3 pc-tbed-tpu-06006 0 0 10
899 0 11 74 3 pc-tbed-tpu-06006 0 0 11
900 0 0 75 3 pc-tbed-tpu-06006 1 0 0
901 0 1 75 3 pc-tbed-tpu-06006 1 0 1
902 0 2 75 3 pc-tbed-tpu-06006 1 0 2
903 0 3 75 3 pc-tbed-tpu-06006 1 0 3
904 0 4 75 3 pc-tbed-tpu-06006 1 0 4
905 0 5 75 3 pc-tbed-tpu-06006 1 0 5
906 0 6 75 3 pc-tbed-tpu-06006 1 0 6
907 0 7 75 3 pc-tbed-tpu-06006 1 0 7
908 0 8 75 3 pc-tbed-tpu-06006 1 0 8
909 0 9 75 3 pc-tbed-tpu-06006 1 0 9
910 0 10 75 3 pc-tbed-tpu-06006 1 0 10
911 0 11 75 3 pc-tbed-tpu-06006 1 0 11
912 0 0 76 3 pc-tbed-tpu-06007 0 0 0
913 0 1 76 3 pc-tbed-tpu-06007 0 0 1
914 0 2 76 3 pc-tbed-tpu-06007 0 0 2
915 0 3 76 3 pc-tbed-tpu-06007 0 0 3
916 0 4 76 3 pc-tbed-tpu-06007 0 0 4
917 0 5 76 3 pc-tbed-tpu-06007 0 0 5
918 0 6 76 3 pc-tbed-tpu-06007 0 0 6
919 0 7 76 3 pc-tbed-tpu-06007 0 0 7
